#Mapping file for Veto PMT in WP Sphere and Bottom PMTs.
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20241223.
#A total of 2399 PMTs were actually installed in Sphere and 5 PMTs were installed in Bottom , more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F.
#CopyNo, SphereOrWall(0=Sphere 1=Wall), NorthOrSouth(0=North 1=South), LayerNo, WindowNo, PositionNo, PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), LargeOrSmall(0=Large 1=Small), GCU, Channel(0-2), X, Y, Z, Theta, Phi
50536,0,0,4,8,4,2,0,7648,0,-1022.03,-18178.8,9404.72,62.6823,-93.2178
50537,0,0,4,9,1,2,0,7685,0,944.4445,-17439.3,10731.92,58.4298,-86.9001
50538,0,0,4,9,2,2,0,7685,1,2702.162,-17254.6,10731.92,58.4299,-81.0995
50539,0,0,4,9,3,2,0,7685,2,1022.171,-18178.8,9404.72,62.6823,-86.7817
50540,0,0,4,9,4,2,0,7660,0,2779.888,-17994.1,9404.72,62.6824,-81.2179
50541,0,0,4,10,1,2,0,7642,0,4549.644,-16861.9,10731.92,58.4299,-74.9001
50542,0,0,4,10,2,2,0,7642,1,6230.539,-16315.7,10731.92,58.4299,-69.0995
50543,0,0,4,10,3,2,0,7642,2,4779.42,-17569.0,9404.72,62.6823,-74.7817
50544,0,0,4,10,4,2,0,7655,0,6460.315,-17022.9,9404.72,62.6824,-69.2179
50545,0,0,4,11,1,2,0,7668,0,7956.002,-15547.5,10731.92,58.4299,-62.9002
50546,0,0,4,11,2,2,0,7668,1,9486.612,-14663.8,10731.92,58.4299,-57.0995
50547,0,0,4,11,3,2,0,7668,2,8327.785,-16191.4,9404.72,62.6823,-62.7817
50548,0,0,4,11,4,2,0,7671,0,9858.395,-15307.7,9404.72,62.6823,-57.2178
50549,0,0,4,12,1,2,0,2468,0,11014.64,-13553.6,10731.92,58.4299,-50.9002
50550,0,0,4,12,2,2,0,2468,1,12328.07,-12370.9,10731.92,58.4298,-45.0994
50551,0,0,4,12,3,2,0,2468,2,11512.19,-14106.1,9404.72,62.6823,-50.7816
50552,0,0,4,12,4,2,0,2294,0,12825.62,-12923.5,9404.72,62.6823,-45.2178
50553,0,0,4,13,1,2,0,1519,2,14589.03,-9544.98,10784.27,58.2601,-33.195
50554,0,0,4,13,2,2,0,2327,0,13855.22,-11227.0,10079.23,60.5247,-39.0181
50555,0,0,4,13,3,2,0,2327,1,14908.59,-9777.15,10079.23,60.5188,-33.2571
50556,0,0,4,13,4,2,0,2327,2,14174.78,-11459.2,9374.185,62.7836,-38.9528
50557,0,0,4,14,1,2,0,1203,0,15575.11,-7901.75,10731.92,58.4299,-26.9001
50558,0,0,4,14,2,2,0,1203,1,16293.97,-6287.14,10731.92,58.4298,-21.0994
50559,0,0,4,14,3,2,0,1203,2,16254.39,-8204.18,9404.72,62.6823,-26.7817
50560,0,0,4,14,4,2,0,4079,0,16973.25,-6589.57,9404.72,62.6823,-21.2178
50561,0,0,4,15,1,2,0,0998,0,16877.63,-4490.83,10731.92,58.4299,-14.9001
50562,0,0,4,15,2,2,0,0998,1,17245.08,-2762.05,10731.92,58.4299,-9.0995
50563,0,0,4,15,3,2,0,0998,2,17604.94,-4645.42,9404.72,62.6823,-14.7817
50564,0,0,4,15,4,2,0,0851,0,17972.4,-2916.64,9404.72,62.6823,-9.2179
50565,0,0,4,16,1,2,0,7096,0,17442.5,-883.634,10731.92,58.4298,-2.9001
50566,0,0,4,16,2,2,0,7096,1,17442.5,883.7658,10731.92,58.4299,2.9005
50567,0,0,4,16,3,2,0,7096,2,18186.06,-883.631,9404.72,62.6823,-2.7817
50568,0,0,4,16,4,2,0,0953,0,18186.06,883.7686,9404.72,62.6823,2.7822
50569,0,0,4,17,1,2,0,7242,0,17245.06,2762.176,10731.92,58.4299,9.0999
50570,0,0,4,17,2,2,0,7242,1,16877.59,4490.952,10731.92,58.4299,14.9005
50571,0,0,4,17,3,2,0,7242,2,17972.37,2916.774,9404.72,62.6823,9.2183
50572,0,0,4,17,4,2,0,0895,0,17604.9,4645.55,9404.72,62.6823,14.7822
50573,0,0,4,18,1,2,0,1957,0,16293.93,6287.265,10731.92,58.4299,21.0999
50574,0,0,4,18,2,2,0,1957,1,15575.05,7901.863,10731.92,58.4299,26.9006
50575,0,0,4,18,3,2,0,1957,2,16973.2,6589.702,9404.72,62.6823,21.2183
50576,0,0,4,18,4,2,0,1882,0,16254.33,8204.299,9404.72,62.6823,26.7822
50577,0,0,4,19,1,2,0,1201,2,13586.07,10925.44,10784.27,58.2601,38.805
50578,0,0,4,19,2,2,0,1078,0,14959.0,9707.768,10079.23,60.5247,32.9819
50579,0,0,4,19,3,2,0,1078,1,13905.63,11157.61,10079.23,60.5188,38.7429
50580,0,0,4,19,4,2,0,1078,2,15278.56,9939.941,9374.185,62.7836,33.0473
50581,0,0,4,20,1,2,0,2401,0,12327.98,12371.04,10731.92,58.4299,45.0999
50582,0,0,4,20,2,2,0,2401,1,11014.54,13553.66,10731.92,58.4299,50.9006
50583,0,0,4,20,3,2,0,2401,2,12825.52,12923.62,9404.72,62.6823,45.2183
50584,0,0,4,20,4,2,0,5013,0,11512.08,14106.23,9404.72,62.6823,50.7822
50585,0,0,4,21,1,2,0,2854,0,9486.502,14663.83,10731.92,58.4299,57.0999
50586,0,0,4,21,2,2,0,2854,1,7955.885,15547.53,10731.92,58.4299,62.9005
50587,0,0,4,21,3,2,0,2854,2,9858.28,15307.78,9404.72,62.6823,57.2183
50588,0,0,4,21,4,2,0,6336,0,8327.663,16191.47,9404.72,62.6823,62.7821
50589,0,0,4,22,1,2,0,7625,0,6230.416,16315.75,10731.92,58.4299,69.0999
50590,0,0,4,22,2,2,0,7625,1,4549.517,16861.9,10731.92,58.4299,74.9005
50591,0,0,4,22,3,2,0,7625,2,6460.187,17022.92,9404.72,62.6823,69.2183
50592,0,0,4,22,4,2,0,7643,0,4779.287,17569.07,9404.72,62.6823,74.7822
50593,0,0,4,23,1,2,0,7675,0,2702.032,17254.59,10731.92,58.4299,81.0999
50594,0,0,4,23,2,2,0,7675,1,944.313,17439.32,10731.92,58.4298,86.9005
50595,0,0,4,23,3,2,0,7675,2,2779.752,17994.08,9404.72,62.6823,81.2183
50596,0,0,4,23,4,2,0,7653,0,1022.034,18178.81,9404.72,62.6823,86.7822
50597,0,0,4,24,1,2,0,7634,0,-944.445,17439.32,10731.92,58.4299,93.0999
50598,0,0,4,24,2,2,0,7634,1,-2702.16,17254.57,10731.92,58.4299,98.9005
50599,0,0,4,24,3,2,0,7634,2,-1022.17,18178.8,9404.72,62.6823,93.2183
50600,0,0,4,24,4,2,0,7681,0,-2779.89,17994.05,9404.72,62.6823,98.7822
50601,0,0,4,25,1,2,0,7630,2,-6192.38,16297.27,10784.27,58.2601,110.805
50602,0,0,4,25,2,2,0,7621,0,-4610.05,17226.72,10079.23,60.5247,104.9819
50603,0,0,4,25,3,2,0,7621,1,-6314.44,16672.93,10079.23,60.5188,110.7429
50604,0,0,4,25,4,2,0,7621,2,-4732.11,17602.39,9374.185,62.7836,105.0473
50605,0,0,4,26,1,2,0,7657,0,-7956.0,15547.47,10731.92,58.4299,117.0999
50606,0,0,4,26,2,2,0,7657,1,-9486.61,14663.76,10731.92,58.4299,122.9005
50607,0,0,4,26,3,2,0,7657,2,-8327.79,16191.41,9404.72,62.6823,117.2183
50608,0,0,4,26,4,2,0,5178,0,-9858.4,15307.7,9404.72,62.6823,122.7822
50609,0,0,4,27,1,2,0,2505,0,-11014.6,13553.57,10731.92,58.4298,129.0998
50610,0,0,4,27,2,2,0,2505,1,-12328.1,12370.95,10731.92,58.4299,134.9006
50611,0,0,4,27,3,2,0,2505,2,-11512.2,14106.14,9404.72,62.6823,129.2183
50612,0,0,4,27,4,2,0,2826,0,-12825.6,12923.52,9404.72,62.6823,134.7821
50613,0,0,4,28,1,2,0,2464,0,-13591.9,10967.32,10731.92,58.4299,141.0999
50614,0,0,4,28,2,2,0,2464,1,-14630.7,9537.461,10731.92,58.4298,146.9005
50615,0,0,4,28,3,2,0,2464,2,-14193.5,11404.37,9404.72,62.6824,141.2184
50616,0,0,4,28,4,2,0,1563,0,-15232.3,9974.513,9404.72,62.6823,146.7822
50617,0,0,4,29,1,2,0,1045,0,-15575.1,7901.745,10731.92,58.4298,153.0999
50618,0,0,4,29,2,2,0,1045,1,-16294.0,6287.142,10731.92,58.4299,158.9006
50619,0,0,4,29,3,2,0,1045,2,-16254.4,8204.176,9404.72,62.6823,153.2183
50620,0,0,4,29,4,2,0,1193,0,-16973.3,6589.574,9404.72,62.6824,158.7822
50621,0,0,4,30,1,2,0,0921,0,-16877.6,4490.825,10731.92,58.4298,165.0999
50622,0,0,4,30,2,2,0,0921,1,-17245.1,2762.046,10731.92,58.4299,170.9006
50623,0,0,4,30,3,2,0,0921,2,-17604.9,4645.417,9404.72,62.6823,165.2182
50624,0,0,4,30,4,2,0,2612,0,-17972.4,2916.638,9404.72,62.6823,170.7822
50625,0,0,3,1,1,2,0,7326,0,-18793.4,934.8151,8113.868,66.6739,177.1524
50626,0,0,3,1,2,2,0,7326,2,-19081.8,934.8151,7357.994,68.9363,177.1953
50627,0,0,3,1,3,2,0,7326,1,-19081.8,-997.911,7357.994,68.9395,-177.0064
50628,0,0,3,1,4,2,0,1411,0,-19370.3,-997.911,6602.12,71.2022,-177.0509
50629,0,0,3,2,1,2,0,1174,2,-18606.1,-2959.24,8057.812,66.8437,-170.963
50630,0,0,3,2,2,2,0,1174,1,-18204.0,-4850.88,8057.812,66.8429,-165.0789
50631,0,0,3,2,3,2,0,7510,0,-19143.1,-3044.93,6634.82,71.1046,-170.9622
50632,0,0,3,2,4,2,0,7510,1,-18741.0,-4936.57,6634.82,71.1014,-165.2429
50633,0,0,3,3,1,2,0,1796,2,-17584.2,-6762.99,8057.812,66.8436,-158.963
50634,0,0,3,3,2,2,0,1796,1,-16797.6,-8529.7,8057.812,66.8429,-153.0789
50635,0,0,3,3,3,2,0,1042,0,-18091.7,-6958.46,6634.82,71.1046,-158.9622
50636,0,0,3,3,4,2,0,1042,1,-17305.1,-8725.17,6634.82,71.1014,-153.2429
50637,0,0,3,4,1,2,0,2477,2,-15793.9,-10271.2,8057.812,66.8437,-146.963
50638,0,0,3,4,2,2,0,2477,1,-14657.1,-11835.7,8057.812,66.8428,-141.0789
50639,0,0,3,4,3,2,0,2332,0,-16249.6,-10567.9,6634.82,71.1046,-146.9621
50640,0,0,3,4,4,2,0,2332,1,-15112.9,-12132.4,6634.82,71.1014,-141.243
50641,0,0,3,5,1,2,0,7678,2,-13313.2,-13330.5,8057.812,66.8437,-134.9628
50642,0,0,3,5,2,2,0,7678,1,-11876.1,-14624.5,8057.812,66.8429,-129.079
50643,0,0,3,5,3,2,0,2340,0,-13697.3,-13715.4,6634.82,71.1045,-134.9622
50644,0,0,3,5,4,2,0,2340,1,-12260.2,-15009.5,6634.82,71.1015,-129.243
50645,0,0,3,6,1,2,0,7619,2,-10250.8,-15807.1,8057.812,66.8437,-122.9631
50646,0,0,3,6,2,2,0,7619,1,-8575.94,-16774.1,8057.812,66.8429,-117.0789
50647,0,0,3,6,3,2,0,7637,0,-10546.4,-16263.6,6634.82,71.1046,-122.9621
50648,0,0,3,6,4,2,0,7637,1,-8871.6,-17230.5,6634.82,71.1014,-117.2429
50649,0,0,3,7,1,2,0,7638,0,-6696.53,-17584.7,8113.868,66.6739,-110.8476
50650,0,0,3,7,2,2,0,7638,2,-6785.68,-17859.0,7357.994,68.9363,-110.8047
50651,0,0,3,7,3,2,0,7638,1,-4947.54,-18456.3,7357.994,68.9395,-105.0063
50652,0,0,3,7,4,2,0,7672,0,-5036.69,-18730.7,6602.12,71.2022,-105.0508
50653,0,0,3,8,1,2,0,7648,2,-2935.19,-18609.9,8057.812,66.8437,-98.963
50654,0,0,3,8,2,2,0,7648,1,-1011.88,-18812.0,8057.812,66.8429,-93.0789
50655,0,0,3,8,3,2,0,0023,0,-3019.65,-19147.1,6634.82,71.1046,-98.9622
50656,0,0,3,8,4,2,0,0023,1,-1096.34,-19349.2,6634.82,71.1014,-93.243
50657,0,0,3,9,1,2,0,7660,2,998.1649,-18813.5,8057.812,66.8437,-86.963
50658,0,0,3,9,2,2,0,7660,1,2921.47,-18611.3,8057.812,66.8429,-81.0789
50659,0,0,3,9,3,2,0,7669,0,1027.248,-19356.5,6634.82,71.1045,-86.9622
50660,0,0,3,9,4,2,0,7669,1,2950.554,-19154.4,6634.82,71.1014,-81.243
50661,0,0,3,10,1,2,0,7655,2,4887.894,-18194.8,8057.812,66.8437,-74.963
50662,0,0,3,10,2,2,0,7655,1,6727.14,-17597.2,8057.812,66.8429,-69.0789
50663,0,0,3,10,3,2,0,7682,0,5029.247,-18720.0,6634.82,71.1046,-74.9622
50664,0,0,3,10,4,2,0,7682,1,6868.493,-18122.3,6634.82,71.1014,-69.2429
50665,0,0,3,11,1,2,0,7671,2,8563.998,-16781.0,8057.812,66.8437,-62.963
50666,0,0,3,11,2,2,0,7671,1,10238.8,-15814.0,8057.812,66.8429,-57.0789
50667,0,0,3,11,3,2,0,7661,0,8811.443,-17265.2,6634.82,71.1045,-62.9621
50668,0,0,3,11,4,2,0,7661,1,10486.25,-16298.3,6634.82,71.1014,-57.243
50669,0,0,3,12,1,2,0,2294,2,11865.82,-14633.7,8057.812,66.8437,-50.9629
50670,0,0,3,12,2,2,0,2294,1,13302.98,-13339.7,8057.812,66.8429,-45.079
50671,0,0,3,12,3,2,0,0968,0,12208.54,-15055.9,6634.82,71.1045,-50.9621
50672,0,0,3,12,4,2,0,0968,1,13645.7,-13761.9,6634.82,71.1014,-45.2429
50673,0,0,3,13,1,2,0,2773,0,14654.67,-11802.7,8113.868,66.6739,-38.8476
50674,0,0,3,13,2,2,0,2773,2,14888.06,-11972.3,7357.994,68.9363,-38.8047
50675,0,0,3,13,3,2,0,2773,1,16024.09,-10408.7,7357.994,68.9395,-33.0064
50676,0,0,3,13,4,2,0,1645,0,16257.49,-10578.3,6602.12,71.2022,-33.0509
50677,0,0,3,14,1,2,0,4079,2,16792.03,-8542.3,8057.812,66.8437,-26.963
50678,0,0,3,14,2,2,0,4079,1,17578.61,-6775.59,8057.812,66.8429,-21.0789
50679,0,0,3,14,3,2,0,1561,0,17276.86,-8788.64,6634.82,71.1046,-26.9622
50680,0,0,3,14,4,2,0,1561,1,18063.44,-7021.93,6634.82,71.1014,-21.243
50681,0,0,3,15,1,2,0,0851,2,18201.13,-4864.37,8057.812,66.8437,-14.963
50682,0,0,3,15,2,2,0,0851,1,18603.2,-2972.73,8057.812,66.8429,-9.0789
50683,0,0,3,15,3,2,0,1029,0,18726.58,-5004.52,6634.82,71.1046,-14.9622
50684,0,0,3,15,4,2,0,1029,1,19128.65,-3112.88,6634.82,71.1014,-9.2429
50685,0,0,3,16,1,2,0,0953,2,18814.75,-973.847,8057.812,66.8437,-2.963
50686,0,0,3,16,2,2,0,0953,1,18814.74,960.0534,8057.812,66.8429,2.9211
50687,0,0,3,16,3,2,0,1367,0,19357.86,-1001.69,6634.82,71.1046,-2.9622
50688,0,0,3,16,4,2,0,1367,1,19357.85,932.214,6634.82,71.1014,2.7571
50689,0,0,3,17,1,2,0,0895,2,18606.08,2959.24,8057.812,66.8437,9.037
50690,0,0,3,17,2,2,0,0895,1,18203.99,4850.879,8057.812,66.8429,14.9211
50691,0,0,3,17,3,2,0,1757,0,19143.1,3044.928,6634.82,71.1046,9.0378
50692,0,0,3,17,4,2,0,1757,1,18741.02,4936.566,6634.82,71.1014,14.7571
50693,0,0,3,18,1,2,0,1882,2,17584.23,6762.994,8057.812,66.8437,21.037
50694,0,0,3,18,2,2,0,1882,1,16797.63,8529.697,8057.812,66.8429,26.9211
50695,0,0,3,18,3,2,0,1058,0,18091.7,6958.464,6634.82,71.1046,21.0378
50696,0,0,3,18,4,2,0,1058,1,17305.11,8725.167,6634.82,71.1014,26.7571
50697,0,0,3,19,1,2,0,1488,0,15753.61,10290.17,8113.868,66.6739,33.1523
50698,0,0,3,19,2,2,0,1488,2,15987.0,10459.74,7357.994,68.9363,33.1953
50699,0,0,3,19,3,2,0,1488,1,14850.98,12023.35,7357.994,68.9395,38.9936
50700,0,0,3,19,4,2,0,2833,0,15084.37,12192.92,6602.12,71.2022,38.9491
50701,0,0,3,20,1,2,0,5013,2,13313.23,13330.45,8057.812,66.8437,45.037
50702,0,0,3,20,2,2,0,5013,1,11876.06,14624.48,8057.812,66.8429,50.9211
50703,0,0,3,20,3,2,0,2719,0,13697.33,13715.43,6634.82,71.1046,45.0378
50704,0,0,3,20,4,2,0,2719,1,12260.16,15009.46,6634.82,71.1014,50.7571
50705,0,0,3,21,1,2,0,6336,2,10250.75,15807.13,8057.812,66.8437,57.037
50706,0,0,3,21,2,2,0,6336,1,8575.94,16774.07,8057.812,66.8429,62.9211
50707,0,0,3,21,3,2,0,7614,0,10546.41,16263.55,6634.82,71.1046,57.0378
50708,0,0,3,21,4,2,0,7614,1,8871.604,17230.5,6634.82,71.1014,62.7571
50709,0,0,3,22,1,2,0,7643,2,6740.26,17592.95,8057.812,66.8437,69.037
50710,0,0,3,22,2,2,0,7643,1,4901.01,18190.56,8057.812,66.8429,74.9211
50711,0,0,3,22,3,2,0,7670,0,6934.567,18100.88,6634.82,71.1046,69.0378
50712,0,0,3,22,4,2,0,7670,1,5095.316,18698.48,6634.82,71.1014,74.7571
50713,0,0,3,23,1,2,0,7653,2,2935.189,18609.88,8057.812,66.8437,81.037
50714,0,0,3,23,2,2,0,7653,1,1011.882,18812.03,8057.812,66.8429,86.9211
50715,0,0,3,23,3,2,0,7641,0,3019.646,19147.11,6634.82,71.1046,81.0378
50716,0,0,3,23,4,2,0,7641,1,1096.339,19349.25,6634.82,71.1014,86.7571
50717,0,0,3,24,1,2,0,7681,2,-998.165,18813.47,8057.812,66.8437,93.037
50718,0,0,3,24,2,2,0,7681,1,-2921.47,18611.32,8057.812,66.8429,98.9211
50719,0,0,3,24,3,2,0,7649,0,-1027.25,19356.52,6634.82,71.1046,93.0378
50720,0,0,3,24,4,2,0,7649,1,-2950.55,19154.36,6634.82,71.1014,98.757
50721,0,0,3,25,1,2,0,7624,0,-4918.4,18162.41,8113.868,66.6739,105.1523
50722,0,0,3,25,2,2,0,7624,2,-5007.55,18436.78,7357.994,68.9363,105.1953
50723,0,0,3,25,3,2,0,7624,1,-6845.68,17839.54,7357.994,68.9395,110.9936
50724,0,0,3,25,4,2,0,7635,0,-6934.83,18113.91,6602.12,71.2022,110.9491
50725,0,0,3,26,1,2,0,5178,2,-8564.0,16780.97,8057.812,66.8437,117.037
50726,0,0,3,26,2,2,0,5178,1,-10238.8,15814.02,8057.812,66.8429,122.9211
50727,0,0,3,26,3,2,0,7639,0,-8811.44,17265.24,6634.82,71.1046,117.0378
50728,0,0,3,26,4,2,0,7639,1,-10486.2,16298.28,6634.82,71.1014,122.7569
50729,0,0,3,27,1,2,0,2826,2,-11865.8,14633.71,8057.812,66.8437,129.037
50730,0,0,3,27,2,2,0,2826,1,-13303.0,13339.68,8057.812,66.8429,134.9211
50731,0,0,3,27,3,2,0,7645,0,-12208.5,15055.95,6634.82,71.1045,129.0377
50732,0,0,3,27,4,2,0,7645,1,-13645.7,13761.91,6634.82,71.1014,134.7571
50733,0,0,3,28,1,2,0,1563,2,-14649.0,11846.89,8057.812,66.8436,141.037
50734,0,0,3,28,2,2,0,1563,1,-15785.8,10282.33,8057.812,66.8429,146.9212
50735,0,0,3,28,3,2,0,2726,0,-15072.1,12188.64,6634.82,71.1046,141.0379
50736,0,0,3,28,4,2,0,2726,1,-16208.8,10624.08,6634.82,71.1014,146.7571
50737,0,0,3,29,1,2,0,1193,2,-16792.0,8542.301,8057.812,66.8436,153.037
50738,0,0,3,29,2,2,0,1193,1,-17578.6,6775.592,8057.812,66.8429,158.9211
50739,0,0,3,29,3,2,0,2709,0,-17276.9,8788.635,6634.82,71.1046,153.0379
50740,0,0,3,29,4,2,0,2709,1,-18063.4,7021.927,6634.82,71.1014,158.757
50741,0,0,3,30,1,2,0,2612,2,-18201.1,4864.372,8057.812,66.8436,165.037
50742,0,0,3,30,2,2,0,2612,1,-18603.2,2972.731,8057.812,66.8429,170.9211
50743,0,0,3,30,3,2,0,7360,0,-18726.6,5004.522,6634.82,71.1046,165.0378
50744,0,0,3,30,4,2,0,7360,1,-19128.7,3112.88,6634.82,71.1015,170.7571
50745,0,0,2,1,1,2,0,1411,1,-19770.8,-994.834,5269.318,75.0944,-177.1194
50746,0,0,2,1,2,2,0,1411,2,-19946.4,1033.441,4478.903,77.3607,177.0341
50747,0,0,2,1,3,2,0,3092,0,-19946.4,-994.834,4478.903,77.3595,-177.1447
50748,0,0,2,1,4,2,0,3092,2,-20122.1,1033.441,3688.488,79.6261,177.06
50749,0,0,2,2,1,2,0,7510,2,-19562.6,-3119.87,5210.747,75.2628,-170.9387
50750,0,0,2,2,2,2,0,5801,0,-19151.9,-5052.36,5210.747,75.2609,-165.2218
50751,0,0,2,2,3,2,0,5801,2,-19886.1,-3188.63,3722.655,79.5278,-170.8905
50752,0,0,2,2,4,2,0,5801,1,-19475.4,-5121.13,3722.655,79.5264,-165.2674
50753,0,0,2,3,1,2,0,1042,2,-18486.5,-7118.99,5210.747,75.2629,-158.9387
50754,0,0,2,3,2,2,0,1232,0,-17682.9,-8923.85,5210.747,75.2609,-153.2218
50755,0,0,2,3,3,2,0,1232,2,-18788.6,-7253.51,3722.655,79.5278,-158.8905
50756,0,0,2,3,4,2,0,1232,1,-17985.0,-9058.37,3722.655,79.5264,-153.2673
50757,0,0,2,4,1,2,0,2332,2,-16602.4,-10807.0,5210.747,75.2629,-146.9387
50758,0,0,2,4,2,2,0,6507,0,-15441.1,-12405.3,5210.747,75.2609,-141.2218
50759,0,0,2,4,3,2,0,6507,2,-16869.9,-11001.4,3722.655,79.5278,-146.8903
50760,0,0,2,4,4,2,0,6507,1,-15708.7,-12599.7,3722.655,79.5264,-141.2675
50761,0,0,2,5,1,2,0,2340,2,-13992.7,-14022.7,5210.747,75.2629,-134.9386
50762,0,0,2,5,2,2,0,2822,0,-12524.5,-15344.6,5210.747,75.2609,-129.2219
50763,0,0,2,5,3,2,0,2822,2,-14214.0,-14268.4,3722.655,79.5278,-134.8906
50764,0,0,2,5,4,2,0,2822,1,-12745.8,-15590.4,3722.655,79.5264,-129.2674
50765,0,0,2,6,1,2,0,7637,2,-10771.4,-16625.5,5210.747,75.2629,-122.9386
50766,0,0,2,6,2,2,0,1028,0,-9060.46,-17613.3,5210.747,75.2609,-117.2217
50767,0,0,2,6,3,2,0,1028,2,-10936.8,-16911.9,3722.655,79.5278,-122.8904
50768,0,0,2,6,4,2,0,1028,1,-9225.82,-17899.7,3722.655,79.5264,-117.2674
50769,0,0,2,7,1,2,0,7672,1,-5163.36,-19110.5,5269.318,75.0944,-105.1194
50770,0,0,2,7,2,2,0,7672,2,-7146.65,-18650.8,4478.903,77.3607,-110.9659
50771,0,0,2,7,3,2,0,1831,0,-5217.65,-19277.6,4478.903,77.3596,-105.1447
50772,0,0,2,7,4,2,0,1831,2,-7200.93,-18817.9,3688.488,79.6261,-110.94
50773,0,0,2,8,1,2,0,0023,2,-3078.01,-19569.3,5210.747,75.2629,-98.9387
50774,0,0,2,8,2,2,0,2862,0,-1113.17,-19775.8,5210.747,75.2609,-93.2218
50775,0,0,2,8,3,2,0,2862,2,-3112.58,-19898.2,3722.655,79.5278,-98.8905
50776,0,0,2,8,4,2,0,2862,1,-1147.73,-20104.7,3722.655,79.5264,-93.2673
50777,0,0,2,9,1,2,0,7669,2,1057.926,-19781.6,5210.747,75.2629,-86.9387
50778,0,0,2,9,2,2,0,7599,0,3022.772,-19575.1,5210.747,75.2609,-81.2218
50779,0,0,2,9,3,2,0,7599,2,1092.497,-20110.5,3722.655,79.5278,-86.8905
50780,0,0,2,9,4,2,0,7599,1,3057.344,-19904.0,3722.655,79.5264,-81.2674
50781,0,0,2,10,1,2,0,7682,2,5147.63,-19129.3,5210.747,75.2628,-74.9387
50782,0,0,2,10,2,2,0,2459,0,7026.601,-18518.8,5210.747,75.2609,-69.2217
50783,0,0,2,10,3,2,0,2459,2,5249.83,-19443.9,3722.655,79.5278,-74.8905
50784,0,0,2,10,4,2,0,2459,1,7128.801,-18833.4,3722.655,79.5264,-69.2674
50785,0,0,2,11,1,2,0,7661,2,9012.357,-17641.1,5210.747,75.2629,-62.9387
50786,0,0,2,11,2,2,0,1650,0,10723.33,-16653.2,5210.747,75.2609,-57.2217
50787,0,0,2,11,3,2,0,1650,2,9177.72,-17927.5,3722.655,79.5278,-62.8905
50788,0,0,2,11,4,2,0,1650,1,10888.7,-16939.6,3722.655,79.5264,-57.2673
50789,0,0,2,12,1,2,0,0968,2,12483.2,-15381.8,5210.747,75.2629,-50.9387
50790,0,0,2,12,2,2,0,5109,0,13951.41,-14059.8,5210.747,75.2609,-45.2217
50791,0,0,2,12,3,2,0,5109,2,12704.5,-15627.6,3722.655,79.5278,-50.8905
50792,0,0,2,12,4,2,0,5109,1,14172.7,-14305.6,3722.655,79.5264,-45.2674
50793,0,0,2,13,1,2,0,1645,1,16579.64,-10816.1,5269.318,75.0944,-33.1193
50794,0,0,2,13,2,2,0,1645,2,15529.57,-12560.3,4478.903,77.3608,-38.9659
50795,0,0,2,13,3,2,0,1187,0,16721.76,-10919.4,4478.903,77.3596,-33.1448
50796,0,0,2,13,4,2,0,1187,2,15671.69,-12663.6,3688.488,79.6261,-38.9401
50797,0,0,2,14,1,2,0,1561,2,17660.31,-8974.6,5210.747,75.2628,-26.9387
50798,0,0,2,14,2,2,0,7292,0,18463.88,-7169.73,5210.747,75.2609,-21.2217
50799,0,0,2,14,3,2,0,7292,2,17962.44,-9109.12,3722.655,79.5278,-26.8905
50800,0,0,2,14,4,2,0,7292,1,18766.02,-7304.25,3722.655,79.5264,-21.2674
50801,0,0,2,15,1,2,0,1029,2,19140.32,-5106.7,5210.747,75.2629,-14.9387
50802,0,0,2,15,2,2,0,1906,0,19551.08,-3174.2,5210.747,75.2609,-9.2217
50803,0,0,2,15,3,2,0,1906,2,19463.81,-5175.46,3722.655,79.5278,-14.8905
50804,0,0,2,15,4,2,0,1906,1,19874.57,-3242.96,3722.655,79.5264,-9.2674
50805,0,0,2,16,1,2,0,1367,2,19783.8,-1015.61,5210.747,75.2629,-2.9387
50806,0,0,2,16,2,2,0,2000,0,19783.79,960.0625,5210.747,75.2609,2.7783
50807,0,0,2,16,3,2,0,2000,2,20114.52,-1015.61,3722.655,79.5278,-2.8905
50808,0,0,2,16,4,2,0,2000,1,20114.51,960.0637,3722.655,79.5264,2.7326
50809,0,0,2,17,1,2,0,1757,2,19562.63,3119.869,5210.747,75.2629,9.0613
50810,0,0,2,17,2,2,0,2484,0,19151.86,5052.364,5210.747,75.2609,14.7783
50811,0,0,2,17,3,2,0,2484,2,19886.13,3188.631,3722.655,79.5278,9.1095
50812,0,0,2,17,4,2,0,2484,1,19475.35,5121.126,3722.655,79.5264,14.7326
50813,0,0,2,18,1,2,0,1058,2,18486.48,7118.992,5210.747,75.2628,21.0613
50814,0,0,2,18,2,2,0,0912,0,17682.9,8923.853,5210.747,75.2609,26.7783
50815,0,0,2,18,3,2,0,0912,2,18788.61,7253.51,3722.655,79.5278,21.1095
50816,0,0,2,18,4,2,0,0912,1,17985.03,9058.371,3722.655,79.5264,26.7326
50817,0,0,2,19,1,2,0,2833,1,15410.15,12425.81,5269.318,75.0944,38.8806
50818,0,0,2,19,2,2,0,2833,2,16744.45,10888.15,4478.903,77.3608,33.0341
