#Mapping file for Veto PMT in WP Sphere and Bottom PMTs.
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20241223.
#A total of 2399 PMTs were actually installed in Sphere and 5 PMTs were installed in Bottom , more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F.
#CopyNo, SphereOrWall(0=Sphere 1=Wall), NorthOrSouth(0=North 1=South), LayerNo, WindowNo, PositionNo, PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), LargeOrSmall(0=Large 1=Small), GCU, Channel(0-2), X, Y, Z, Theta, Phi
51382,0,1,2,17,2,2,0,1586,2,19647.06,4313.339,-3722.65,100.485,12.3823
51383,0,1,2,17,3,2,0,6380,2,19454.11,5221.059,-3722.65,100.471,15.0229
51384,0,1,2,17,4,2,0,1586,1,19579.57,3040.171,-5210.75,104.7341,8.826
51385,0,1,2,17,5,2,0,7048,1,19323.56,4244.576,-5210.75,104.7554,12.3887
51386,0,1,2,17,6,2,0,7048,0,19129.13,5159.3,-5210.75,104.7351,15.094
51387,0,1,2,18,1,2,0,7168,0,18830.17,7160.178,-3722.65,100.4695,20.8193
51388,0,1,2,18,2,2,0,7168,2,18320.93,8303.935,-3722.65,100.485,24.3823
51389,0,1,2,18,3,2,0,1048,2,17943.47,9151.704,-3722.65,100.471,27.0229
51390,0,1,2,18,4,2,0,7168,1,18519.62,7044.558,-5210.75,104.7341,20.826
51391,0,1,2,18,5,2,0,1353,1,18018.8,8169.417,-5210.75,104.7554,24.3887
51392,0,1,2,18,6,2,0,1353,0,17638.43,9023.726,-5210.75,104.7352,27.094
51393,0,1,2,19,1,2,0,1130,1,16886.57,10991.41,-3688.49,100.3739,33.06
51394,0,1,2,19,2,2,0,1130,2,16279.13,11827.48,-3688.49,100.3873,36.0
51395,0,1,2,19,3,2,0,1475,0,16744.45,10888.15,-4478.9,102.6392,33.0341
51396,0,1,2,19,4,2,0,1475,2,15434.71,12690.87,-4478.9,102.6337,39.428
51397,0,1,2,19,5,2,0,1475,1,15994.89,11620.97,-5269.32,104.9236,36.0
51398,0,1,2,19,6,2,0,6146,0,15410.15,12425.81,-5269.32,104.9056,38.8806
51399,0,1,2,20,1,2,0,1592,0,14289.91,14200.07,-3722.65,100.4695,44.8193
51400,0,1,2,20,2,2,0,1592,2,13359.49,15037.82,-3722.65,100.485,48.3823
51401,0,1,2,20,3,2,0,3252,2,12669.85,15658.77,-3722.65,100.471,51.0229
51402,0,1,2,20,4,2,0,1592,1,14053.24,13968.13,-5210.75,104.7341,44.826
51403,0,1,2,20,5,2,0,1805,1,13138.19,14792.04,-5210.75,104.7554,48.3887
51404,0,1,2,20,6,2,0,1805,0,12443.23,15417.78,-5210.75,104.7351,51.094
51405,0,1,2,21,1,2,0,3703,0,11025.28,16860.8,-3722.65,100.4695,56.8193
51406,0,1,2,21,2,2,0,3703,2,9941.013,17486.8,-3722.65,100.485,60.3823
51407,0,1,2,21,3,2,0,1655,2,9137.34,17950.79,-3722.65,100.471,63.0229
51408,0,1,2,21,4,2,0,3703,1,10842.0,16584.73,-5210.75,104.7341,56.826
51409,0,1,2,21,5,2,0,6021,1,9775.652,17200.38,-5210.75,104.7554,60.3887
51410,0,1,2,21,6,2,0,6021,0,8965.778,17667.96,-5210.75,104.7351,63.094
51411,0,1,2,22,1,2,0,1842,0,7278.793,18784.64,-3722.65,100.4695,68.8193
51412,0,1,2,22,2,2,0,1842,2,6088.068,19171.52,-3722.65,100.485,72.3823
51413,0,1,2,22,3,2,0,1790,2,5205.487,19458.29,-3722.65,100.471,75.0229
51414,0,1,2,22,4,2,0,1842,1,7156.921,18476.49,-5210.75,104.7341,68.826
51415,0,1,2,22,5,2,0,7633,1,5985.871,18856.98,-5210.75,104.7554,72.3887
51416,0,1,2,22,6,2,0,7633,0,5096.48,19145.96,-5210.75,104.7351,75.094
51417,0,1,2,23,1,2,0,1731,0,3214.188,19887.49,-3722.65,100.4695,80.8193
51418,0,1,2,23,2,2,0,1731,2,1969.046,20018.36,-3722.65,100.485,84.3823
51419,0,1,2,23,3,2,0,1743,2,1046.129,20115.36,-3722.65,100.471,87.0229
51420,0,1,2,23,4,2,0,1731,1,3159.046,19560.74,-5210.75,104.7341,80.826
51421,0,1,2,23,5,2,0,7684,1,1934.477,19689.45,-5210.75,104.7554,84.3887
51422,0,1,2,23,6,2,0,7684,0,1004.44,19787.19,-5210.75,104.7352,87.094
51423,0,1,2,24,1,2,0,7147,0,-990.892,20121.17,-3722.65,100.4695,92.8193
51424,0,1,2,24,2,2,0,7147,2,-2236.03,19990.3,-3722.65,100.485,96.3823
51425,0,1,2,24,3,2,0,1845,2,-3158.95,19893.29,-3722.65,100.471,99.0229
51426,0,1,2,24,4,2,0,7147,1,-976.894,19790.1,-5210.75,104.7341,92.826
51427,0,1,2,24,5,2,0,5414,1,-2201.46,19661.39,-5210.75,104.7554,96.3887
51428,0,1,2,24,6,2,0,5414,0,-3131.5,19563.63,-5210.75,104.7351,99.094
51429,0,1,2,25,1,2,0,6486,1,-5235.21,19456.62,-3688.49,100.3739,105.0599
51430,0,1,2,25,2,2,0,6486,2,-6218.07,19137.26,-3688.49,100.3873,108.0
51431,0,1,2,25,3,2,0,1886,0,-5180.93,19289.55,-4478.9,102.6392,105.0341
51432,0,1,2,25,4,2,0,1886,2,-7300.15,18600.97,-4478.9,102.6337,111.4281
51433,0,1,2,25,5,2,0,1886,1,-6109.51,18803.13,-5269.32,104.9236,108.0
51434,0,1,2,25,6,2,0,7351,0,-7055.65,18495.71,-5269.32,104.9056,110.8806
51435,0,1,2,26,1,2,0,1641,0,-9089.24,17978.57,-3722.65,100.4695,116.8193
51436,0,1,2,26,2,2,0,1641,2,-10173.5,17352.57,-3722.65,100.485,120.3823
51437,0,1,2,26,3,2,0,4903,2,-10977.2,16888.56,-3722.65,100.471,123.023
51438,0,1,2,26,4,2,0,1641,1,-8941.79,17681.81,-5210.75,104.7341,116.826
51439,0,1,2,26,5,2,0,3910,1,-10008.1,17066.15,-5210.75,104.7554,120.3886
51440,0,1,2,26,6,2,0,3910,0,-10818.0,16598.57,-5210.75,104.7352,123.094
51441,0,1,2,27,1,2,0,5725,0,-12628.6,15695.94,-3722.65,100.4694,128.8194
51442,0,1,2,27,2,2,0,5725,2,-13559.0,14858.18,-3722.65,100.485,132.3824
51443,0,1,2,27,3,2,0,1085,2,-14248.6,14237.23,-3722.65,100.471,135.0229
51444,0,1,2,27,4,2,0,5725,1,-12422.7,15436.32,-5210.75,104.734,128.8261
51445,0,1,2,27,5,2,0,1131,1,-13337.7,14612.41,-5210.75,104.7554,132.3887
51446,0,1,2,27,6,2,0,1131,0,-14032.6,13986.66,-5210.75,104.7352,135.0939
51447,0,1,2,28,1,2,0,2391,0,-15616.0,12727.31,-3722.65,100.4694,140.8194
51448,0,1,2,28,2,2,0,2391,2,-16351.9,11714.42,-3722.65,100.485,144.3824
51449,0,1,2,28,3,2,0,0974,2,-16897.3,10963.65,-3722.65,100.471,147.0229
51450,0,1,2,28,4,2,0,2391,1,-15360.6,12516.19,-5210.75,104.7341,140.826
51451,0,1,2,28,5,2,0,0997,1,-16084.3,11520.03,-5210.75,104.7554,144.3887
51452,0,1,2,28,6,2,0,0997,0,-16634.0,10763.47,-5210.75,104.7351,147.094
51453,0,1,2,29,1,2,0,0981,0,-17920.9,9202.448,-3722.65,100.4695,152.8193
51454,0,1,2,29,2,2,0,0981,2,-18430.1,8058.687,-3722.65,100.485,156.3823
51455,0,1,2,29,3,2,0,1368,2,-18807.6,7210.915,-3722.65,100.471,159.023
51456,0,1,2,29,4,2,0,0981,1,-17627.2,9049.034,-5210.75,104.734,152.826
51457,0,1,2,29,5,2,0,0961,1,-18128.0,7924.171,-5210.75,104.7554,156.3887
51458,0,1,2,29,6,2,0,0961,0,-18508.4,7069.858,-5210.75,104.7351,159.0941
51459,0,1,2,30,1,2,0,1092,0,-19442.6,5275.389,-3722.65,100.4694,164.8193
51460,0,1,2,30,2,2,0,1092,2,-19702.9,4050.748,-3722.65,100.485,168.3824
51461,0,1,2,30,3,2,0,2246,2,-19895.8,3143.026,-3722.65,100.471,171.0229
51462,0,1,2,30,4,2,0,1092,1,-19123.4,5186.395,-5210.75,104.7341,164.826
51463,0,1,2,30,5,2,0,2036,1,-19379.4,3981.988,-5210.75,104.7554,168.3887
51464,0,1,2,30,6,2,0,2036,0,-19573.8,3067.263,-5210.75,104.7352,171.094
51465,0,1,3,1,1,2,0,6338,1,-19370.3,0.0,-6602.12,108.821,180.0
51466,0,1,3,1,2,2,0,6338,2,-19370.3,-997.911,-6602.12,108.7978,-177.0509
51467,0,1,3,1,3,2,0,1117,0,-19081.8,1134.815,-7357.99,111.0528,176.5966
51468,0,1,3,1,4,2,0,1117,2,-19081.8,-997.911,-7357.99,111.0605,-177.0064
51469,0,1,3,1,5,2,0,1117,1,-18793.4,934.8151,-8113.87,113.3261,177.1524
51470,0,1,3,1,6,2,0,1341,0,-18793.4,0.0,-8113.87,113.3518,180.0
51471,0,1,3,2,1,2,0,3172,0,-19149.0,-3017.3,-6634.82,108.8941,-171.0456
51472,0,1,3,2,2,2,0,3172,2,-18934.8,-4024.79,-6634.82,108.9189,-167.9998
51473,0,1,3,2,3,2,0,1660,2,-18720.7,-5032.29,-6634.82,108.8941,-164.9541
51474,0,1,3,2,4,2,0,3172,1,-18615.1,-2916.76,-8057.81,113.1538,-171.0949
51475,0,1,3,2,5,2,0,1264,1,-18403.6,-3911.87,-8057.81,113.184,-167.9998
51476,0,1,3,2,6,2,0,1264,0,-18192.1,-4906.99,-8057.81,113.1538,-164.9047
51477,0,1,3,3,1,2,0,1104,0,-18103.2,-6932.66,-6634.82,108.8941,-159.0455
51478,0,1,3,3,2,2,0,1104,2,-17684.2,-7873.61,-6634.82,108.919,-155.9997
51479,0,1,3,3,3,2,0,0962,2,-17265.3,-8814.56,-6634.82,108.8941,-152.954
51480,0,1,3,3,4,2,0,1104,1,-17601.9,-6723.32,-8057.81,113.1538,-159.0949
51481,0,1,3,3,5,2,0,4811,1,-17188.1,-7652.71,-8057.81,113.184,-155.9998
51482,0,1,3,3,6,2,0,4811,0,-16774.3,-8582.1,-8057.81,113.1538,-152.9047
51483,0,1,3,4,1,2,0,2489,0,-16266.2,-10545.0,-6634.82,108.8941,-147.0456
51484,0,1,3,4,2,2,0,2489,2,-15660.8,-11378.3,-6634.82,108.9189,-143.9998
51485,0,1,3,4,3,2,0,3994,2,-15055.4,-12211.6,-6634.82,108.8941,-140.9541
51486,0,1,3,4,4,2,0,2489,1,-15819.4,-10236.0,-8057.81,113.1538,-147.095
51487,0,1,3,4,5,2,0,1385,1,-15221.4,-11059.1,-8057.81,113.184,-143.9997
51488,0,1,3,4,6,2,0,1385,0,-14623.4,-11882.1,-8057.81,113.1538,-140.9048
51489,0,1,3,5,1,2,0,1257,0,-13718.3,-13696.5,-6634.82,108.8941,-135.0456
51490,0,1,3,5,2,2,0,1257,2,-12952.9,-14385.7,-6634.82,108.9189,-131.9999
51491,0,1,3,5,3,2,0,2728,2,-12187.4,-15074.9,-6634.82,108.8941,-128.954
51492,0,1,3,5,4,2,0,1257,1,-13345.5,-13301.4,-8057.81,113.1538,-135.0948
51493,0,1,3,5,5,2,0,1390,1,-12589.5,-13982.1,-8057.81,113.184,-131.9999
51494,0,1,3,5,6,2,0,1390,0,-11833.4,-14662.9,-8057.81,113.1538,-128.9046
51495,0,1,3,6,1,2,0,5615,0,-10570.9,-16249.4,-6634.82,108.8941,-123.0457
51496,0,1,3,6,2,2,0,5615,2,-9678.86,-16764.4,-6634.82,108.919,-119.9998
51497,0,1,3,6,3,2,0,1623,2,-8786.86,-17279.4,-6634.82,108.8941,-116.9541
51498,0,1,3,6,4,2,0,5615,1,-10288.4,-15785.4,-8057.81,113.1538,-123.095
51499,0,1,3,6,5,2,0,6011,1,-9407.31,-16294.1,-8057.81,113.184,-119.9998
51500,0,1,3,6,6,2,0,6011,0,-8526.26,-16802.8,-8057.81,113.1537,-116.9046
51501,0,1,3,7,1,2,0,1143,1,-5985.76,-18422.3,-6602.12,108.821,-108.0
51502,0,1,3,7,2,2,0,1143,2,-5036.69,-18730.7,-6602.12,108.7978,-105.0508
51503,0,1,3,7,3,2,0,6169,0,-6975.89,-17797.2,-7357.99,111.0528,-111.4035
51504,0,1,3,7,4,2,0,6169,2,-4947.54,-18456.3,-7357.99,111.0605,-105.0063
51505,0,1,3,7,5,2,0,6169,1,-6696.53,-17584.7,-8113.87,113.3261,-110.8476
51506,0,1,3,7,6,2,0,1084,0,-5807.46,-17873.5,-8113.87,113.3519,-108.0
51507,0,1,3,8,1,2,0,0893,0,-3047.73,-19144.2,-6634.82,108.8941,-99.0455
51508,0,1,3,8,2,2,0,0893,2,-2023.37,-19251.8,-6634.82,108.9189,-95.9998
51509,0,1,3,8,3,2,0,7654,2,-999.017,-19359.5,-6634.82,108.8941,-92.954
51510,0,1,3,8,4,2,0,0893,1,-2978.38,-18605.3,-8057.81,113.1538,-99.0949
51511,0,1,3,8,5,2,0,1801,1,-1966.61,-18711.7,-8057.81,113.184,-95.9998
51512,0,1,3,8,6,2,0,1801,0,-954.831,-18818.0,-8057.81,113.1538,-92.9047
51513,0,1,3,9,1,2,0,1778,0,999.1614,-19359.5,-6634.82,108.8941,-87.0455
51514,0,1,3,9,2,2,0,1778,2,2023.519,-19251.8,-6634.82,108.9189,-83.9998
51515,0,1,3,9,3,2,0,7676,2,3047.876,-19144.1,-6634.82,108.8941,-80.954
51516,0,1,3,9,4,2,0,1778,1,954.9718,-18818.0,-8057.81,113.1538,-87.0949
51517,0,1,3,9,5,2,0,1124,1,1966.746,-18711.7,-8057.81,113.184,-83.9998
51518,0,1,3,9,6,2,0,1124,0,2978.521,-18605.3,-8057.81,113.1538,-80.9047
51519,0,1,3,10,1,2,0,1165,0,5002.387,-18728.7,-6634.82,108.8941,-75.0455
51520,0,1,3,10,2,2,0,1165,2,5981.974,-18410.4,-6634.82,108.9189,-71.9998
51521,0,1,3,10,3,2,0,5206,2,6961.561,-18092.1,-6634.82,108.8941,-68.954
51522,0,1,3,10,4,2,0,1165,1,4846.589,-18208.2,-8057.81,113.1538,-75.0948
51523,0,1,3,10,5,2,0,7180,1,5814.143,-17893.9,-8057.81,113.184,-71.9998
51524,0,1,3,10,6,2,0,7180,0,6781.697,-17579.5,-8057.81,113.1538,-68.9047
51525,0,1,3,11,1,2,0,7122,0,8786.985,-17279.4,-6634.82,108.8941,-63.0456
51526,0,1,3,11,2,2,0,7122,2,9678.989,-16764.4,-6634.82,108.9189,-59.9999
51527,0,1,3,11,3,2,0,1396,2,10570.99,-16249.4,-6634.82,108.8941,-56.9541
51528,0,1,3,11,4,2,0,7122,1,8526.386,-16802.7,-8057.81,113.1538,-63.0949
51529,0,1,3,11,5,2,0,1422,1,9407.433,-16294.0,-8057.81,113.1841,-59.9998
51530,0,1,3,11,6,2,0,1422,0,10288.48,-15785.3,-8057.81,113.1538,-56.9047
51531,0,1,3,12,1,2,0,6085,0,12187.55,-15074.8,-6634.82,108.8941,-51.0454
51532,0,1,3,12,2,2,0,6085,2,12952.99,-14385.6,-6634.82,108.919,-47.9997
51533,0,1,3,12,3,2,0,1545,2,13718.42,-13696.4,-6634.82,108.8941,-44.954
51534,0,1,3,12,4,2,0,6085,1,11833.54,-14662.8,-8057.81,113.1538,-51.0949
51535,0,1,3,12,5,2,0,1696,1,12589.57,-13982.0,-8057.81,113.1841,-47.9997
51536,0,1,3,12,6,2,0,1696,0,13345.61,-13301.3,-8057.81,113.1538,-44.9047
51537,0,1,3,13,1,2,0,1905,1,15670.93,-11385.6,-6602.12,108.821,-36.0
51538,0,1,3,13,2,2,0,1905,2,16257.49,-10578.3,-6602.12,108.7978,-33.0509
51539,0,1,3,13,3,2,0,2392,0,14770.51,-12134.1,-7357.99,111.0528,-39.4034
51540,0,1,3,13,4,2,0,2392,2,16024.09,-10408.7,-7357.99,111.0605,-33.0064
51541,0,1,3,13,5,2,0,2392,1,14654.67,-11802.7,-8113.87,113.3261,-38.8476
51542,0,1,3,13,6,2,0,2850,0,15204.14,-11046.5,-8113.87,113.3518,-36.0001
51543,0,1,3,14,1,2,0,1752,0,17265.37,-8814.44,-6634.82,108.8941,-27.0455
51544,0,1,3,14,2,2,0,1752,2,17684.31,-7873.48,-6634.82,108.9189,-23.9998
51545,0,1,3,14,3,2,0,7484,2,18103.24,-6932.53,-6634.82,108.8941,-20.954
51546,0,1,3,14,4,2,0,1752,1,16774.36,-8581.98,-8057.81,113.1538,-27.0949
51547,0,1,3,14,5,2,0,1697,1,17188.15,-7652.58,-8057.81,113.1841,-23.9998
51548,0,1,3,14,6,2,0,1697,0,17601.94,-6723.19,-8057.81,113.1538,-20.9047
51549,0,1,3,15,1,2,0,1610,0,18720.71,-5032.15,-6634.82,108.8941,-15.0455
51550,0,1,3,15,2,2,0,1610,2,18934.85,-4024.65,-6634.82,108.9189,-11.9998
51551,0,1,3,15,3,2,0,2559,2,19149.0,-3017.16,-6634.82,108.8941,-8.954
51552,0,1,3,15,4,2,0,1610,1,18192.1,-4906.85,-8057.81,113.1538,-15.0948
51553,0,1,3,15,5,2,0,1552,1,18403.61,-3911.74,-8057.81,113.184,-11.9998
51554,0,1,3,15,6,2,0,1552,0,18615.13,-2916.62,-8057.81,113.1538,-8.9047
51555,0,1,3,16,1,2,0,2157,0,19357.86,-1029.93,-6634.82,108.8941,-3.0455
51556,0,1,3,16,2,2,0,2157,2,19357.85,0.0723,-6634.82,108.9189,0.0002
51557,0,1,3,16,3,2,0,1463,2,19357.85,1030.072,-6634.82,108.8941,3.046
51558,0,1,3,16,4,2,0,2157,1,18814.75,-1017.28,-8057.81,113.1538,-3.0949
51559,0,1,3,16,5,2,0,4692,1,18814.74,0.0702,-8057.81,113.1841,0.0002
51560,0,1,3,16,6,2,0,4692,0,18814.74,1017.418,-8057.81,113.1538,3.0953
51561,0,1,3,17,1,2,0,1055,0,19148.98,3017.303,-6634.82,108.8941,8.9545
51562,0,1,3,17,2,2,0,1055,2,18934.82,4024.795,-6634.82,108.9189,12.0002
51563,0,1,3,17,3,2,0,7048,2,18720.67,5032.286,-6634.82,108.8941,15.046
51564,0,1,3,17,4,2,0,1055,1,18615.11,2916.758,-8057.81,113.1538,8.9051
51565,0,1,3,17,5,2,0,7038,1,18403.58,3911.874,-8057.81,113.1841,12.0002
51566,0,1,3,17,6,2,0,7038,0,18192.06,4906.99,-8057.81,113.1538,15.0953
51567,0,1,3,18,1,2,0,7369,0,18103.19,6932.664,-6634.82,108.8941,20.9545
51568,0,1,3,18,2,2,0,7369,2,17684.25,7873.614,-6634.82,108.9189,24.0002
51569,0,1,3,18,3,2,0,1353,2,17265.31,8814.565,-6634.82,108.8941,27.046
51570,0,1,3,18,4,2,0,7369,1,17601.89,6723.318,-8057.81,113.1538,20.9051
51571,0,1,3,18,5,2,0,0938,1,17188.1,7652.71,-8057.81,113.184,24.0002
51572,0,1,3,18,6,2,0,0938,0,16774.3,8582.102,-8057.81,113.1538,27.0953
51573,0,1,3,19,1,2,0,6146,1,15670.93,11385.6,-6602.12,108.821,36.0
51574,0,1,3,19,2,2,0,6146,2,15084.37,12192.92,-6602.12,108.7978,38.9491
51575,0,1,3,19,3,2,0,4579,0,16104.56,10297.94,-7357.99,111.0528,32.5966
51576,0,1,3,19,4,2,0,4579,2,14850.98,12023.35,-7357.99,111.0605,38.9936
51577,0,1,3,19,5,2,0,4579,1,15753.61,10290.17,-8113.87,113.3261,33.1523
51578,0,1,3,19,6,2,0,4388,0,15204.14,11046.45,-8113.87,113.3519,36.0
51579,0,1,3,20,1,2,0,6626,0,13718.32,13696.54,-6634.82,108.8941,44.9545
51580,0,1,3,20,2,2,0,6626,2,12952.88,14385.74,-6634.82,108.9189,48.0002
51581,0,1,3,20,3,2,0,1805,2,12187.44,15074.94,-6634.82,108.8941,51.046
51582,0,1,3,20,4,2,0,6626,1,13345.51,13301.39,-8057.81,113.1538,44.9051
51583,0,1,3,20,5,2,0,1568,1,12589.47,13982.13,-8057.81,113.184,48.0002
51584,0,1,3,20,6,2,0,1568,0,11833.43,14662.86,-8057.81,113.1538,51.0953
51585,0,1,3,21,1,2,0,1005,0,10570.87,16249.43,-6634.82,108.8941,56.9545
51586,0,1,3,21,2,2,0,1005,2,9678.864,16764.43,-6634.82,108.9189,60.0002
51587,0,1,3,21,3,2,0,6021,2,8786.856,17279.43,-6634.82,108.8941,63.046
51588,0,1,3,21,4,2,0,1005,1,10288.36,15785.41,-8057.81,113.1538,56.9051
51589,0,1,3,21,5,2,0,1233,1,9407.312,16294.08,-8057.81,113.184,60.0002
51590,0,1,3,21,6,2,0,1233,0,8526.261,16802.75,-8057.81,113.1538,63.0953
51591,0,1,3,22,1,2,0,7222,0,6961.426,18092.15,-6634.82,108.8941,68.9545
51592,0,1,3,22,2,2,0,7222,2,5981.837,18410.43,-6634.82,108.9189,72.0002
51593,0,1,3,22,3,2,0,7633,2,5002.247,18728.72,-6634.82,108.8941,75.046
51594,0,1,3,22,4,2,0,7222,1,6781.566,17579.53,-8057.81,113.1538,68.9051
51595,0,1,3,22,5,2,0,1732,1,5814.009,17893.91,-8057.81,113.184,72.0002
51596,0,1,3,22,6,2,0,1732,0,4846.453,18208.28,-8057.81,113.1538,75.0953
51597,0,1,3,23,1,2,0,1871,0,3047.733,19144.16,-6634.82,108.8941,80.9545
51598,0,1,3,23,2,2,0,1871,2,2023.375,19251.82,-6634.82,108.9189,84.0002
51599,0,1,3,23,3,2,0,7684,2,999.0168,19359.48,-6634.82,108.8941,87.046
51600,0,1,3,23,4,2,0,1871,1,2978.382,18605.35,-8057.81,113.1538,80.9051
51601,0,1,3,23,5,2,0,1222,1,1966.607,18711.68,-8057.81,113.1841,84.0002
51602,0,1,3,23,6,2,0,1222,0,954.8313,18818.02,-8057.81,113.1538,87.0953
51603,0,1,3,24,1,2,0,1403,0,-999.161,19359.47,-6634.82,108.8941,92.9545
51604,0,1,3,24,2,2,0,1403,2,-2023.52,19251.8,-6634.82,108.9189,96.0002
51605,0,1,3,24,3,2,0,5414,2,-3047.88,19144.13,-6634.82,108.8941,99.046
51606,0,1,3,24,4,2,0,1403,1,-954.972,18818.01,-8057.81,113.1538,92.9051
51607,0,1,3,24,5,2,0,1326,1,-1966.75,18711.67,-8057.81,113.184,96.0002
51608,0,1,3,24,6,2,0,1326,0,-2978.52,18605.32,-8057.81,113.1538,99.0953
51609,0,1,3,25,1,2,0,7351,1,-5985.76,18422.28,-6602.12,108.821,108.0
51610,0,1,3,25,2,2,0,7351,2,-6934.83,18113.91,-6602.12,108.7978,110.9491
51611,0,1,3,25,3,2,0,0784,0,-4817.34,18498.59,-7357.99,111.0528,104.5966
51612,0,1,3,25,4,2,0,0784,2,-6845.68,17839.54,-7357.99,111.0605,110.9936
51613,0,1,3,25,5,2,0,0784,1,-4918.4,18162.41,-8113.87,113.3261,105.1523
51614,0,1,3,25,6,2,0,2130,0,-5807.46,17873.54,-8113.87,113.3519,108.0
51615,0,1,3,26,1,2,0,7138,0,-8786.98,17279.36,-6634.82,108.8941,116.9545
51616,0,1,3,26,2,2,0,7138,2,-9678.99,16764.36,-6634.82,108.9189,120.0002
51617,0,1,3,26,3,2,0,3910,2,-10571.0,16249.35,-6634.82,108.8941,123.046
51618,0,1,3,26,4,2,0,7138,1,-8526.39,16802.69,-8057.81,113.1538,116.9051
51619,0,1,3,26,5,2,0,6591,1,-9407.43,16294.01,-8057.81,113.1841,120.0002
51620,0,1,3,26,6,2,0,6591,0,-10288.5,15785.33,-8057.81,113.1538,123.0953
51621,0,1,3,27,1,2,0,7262,0,-12187.5,15074.85,-6634.82,108.8941,128.9544
51622,0,1,3,27,2,2,0,7262,2,-12953.0,14385.64,-6634.82,108.9189,132.0002
51623,0,1,3,27,3,2,0,1131,2,-13718.4,13696.43,-6634.82,108.8941,135.0459
51624,0,1,3,27,4,2,0,7262,1,-11833.5,14662.77,-8057.81,113.1538,128.9051
51625,0,1,3,27,5,2,0,3375,1,-12589.6,13982.03,-8057.81,113.184,132.0003
51626,0,1,3,27,6,2,0,3375,0,-13345.6,13301.29,-8057.81,113.1538,135.0953
51627,0,1,3,28,1,2,0,1730,0,-15055.5,12211.49,-6634.82,108.8941,140.9546
51628,0,1,3,28,2,2,0,1730,2,-15660.9,11378.2,-6634.82,108.9189,144.0003
51629,0,1,3,28,3,2,0,0997,2,-16266.3,10544.91,-6634.82,108.8941,147.046
51630,0,1,3,28,4,2,0,1730,1,-14623.5,11882.03,-8057.81,113.1538,140.9051
51631,0,1,3,28,5,2,0,1146,1,-15221.5,11058.97,-8057.81,113.184,144.0002
51632,0,1,3,28,6,2,0,1146,0,-15819.5,10235.92,-8057.81,113.1538,147.0953
51633,0,1,3,29,1,2,0,1175,0,-17265.4,8814.436,-6634.82,108.8941,152.9545
51634,0,1,3,29,2,2,0,1175,2,-17684.3,7873.482,-6634.82,108.9189,156.0002
51635,0,1,3,29,3,2,0,0961,2,-18103.2,6932.529,-6634.82,108.8941,159.0459
51636,0,1,3,29,4,2,0,1175,1,-16774.4,8581.977,-8057.81,113.1538,152.9052
51637,0,1,3,29,5,2,0,1158,1,-17188.2,7652.582,-8057.81,113.184,156.0003
51638,0,1,3,29,6,2,0,1158,0,-17601.9,6723.187,-8057.81,113.1538,159.0952
51639,0,1,3,30,1,2,0,1070,0,-18720.7,5032.146,-6634.82,108.8941,164.9545
51640,0,1,3,30,2,2,0,1070,2,-18934.9,4024.653,-6634.82,108.9189,168.0002
51641,0,1,3,30,3,2,0,2036,2,-19149.0,3017.16,-6634.82,108.8941,171.046
51642,0,1,3,30,4,2,0,1070,1,-18192.1,4906.854,-8057.81,113.1538,164.9051
51643,0,1,3,30,5,2,0,2659,1,-18403.6,3911.737,-8057.81,113.1841,168.0002
51644,0,1,3,30,6,2,0,2659,0,-18615.1,2916.619,-8057.81,113.1538,171.0953
51645,0,1,4,1,1,2,0,1341,1,-18205.5,937.9069,-9392.41,117.2588,177.0509
51646,0,1,4,1,2,2,0,1341,2,-18205.5,0.0,-9392.41,117.2897,180.0
51647,0,1,4,1,3,2,0,4661,2,-17848.2,919.4771,-10032.2,119.3073,177.0509
51648,0,1,4,1,4,2,0,4661,1,-17848.2,-1119.48,-10032.2,119.2917,-176.411
51649,0,1,4,1,5,2,0,4661,0,-17491.0,0.0,-10671.9,121.3889,180.0
51650,0,1,4,1,6,2,0,3524,0,-17491.0,-901.047,-10671.9,121.3551,-177.051
51651,0,1,4,2,1,2,0,1365,1,-17995.4,-2819.61,-9422.97,117.3535,-171.095
51652,0,1,4,2,2,2,0,1365,0,-17790.9,-3781.65,-9422.97,117.3876,-167.9998
51653,0,1,4,2,3,2,0,1264,2,-17586.4,-4743.68,-9422.97,117.3535,-164.9045
51654,0,1,4,2,4,2,0,1365,2,-17334.4,-2716.09,-10619.5,121.1841,-171.0949
51655,0,1,4,2,5,2,0,6423,1,-17137.4,-3642.73,-10619.5,121.2212,-167.9998
51656,0,1,4,2,6,2,0,6423,0,-16940.4,-4569.38,-10619.5,121.1841,-164.9047
51657,0,1,4,3,1,2,0,4365,1,-17015.9,-6499.45,-9422.97,117.3535,-159.095
51658,0,1,4,3,2,2,0,4365,0,-16615.9,-7397.95,-9422.97,117.3876,-155.9998
51659,0,1,4,3,3,2,0,4811,2,-16215.9,-8296.44,-9422.97,117.3534,-152.9046
51660,0,1,4,3,4,2,0,4365,2,-16390.8,-6260.75,-10619.5,121.1842,-159.0948
51661,0,1,4,3,5,2,0,5808,1,-16005.5,-7126.19,-10619.5,121.2212,-155.9998
