#Mapping file for Large PMT in CD
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20250123.
#Have installed 17596 CD-LPMT, more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F
#CopyNo, LargeOrSmall(0=Large 1=Small), NorthOrSouth(0=North 1=South), CircleNo, PositionNo, UpOrDown(0=Up 1=Down), PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), GCU, Channel(0-2), X, Y, Z, Theta, Phi
4910,0,0,19,64,0,1,3820,2,11367.81,-13431.1,8249.777,64.8808,-49.7561
4911,0,0,19,65,0,1,3820,1,11774.07,-13076.4,8249.777,64.8808,-47.9999
4912,0,0,19,66,0,1,3820,0,12169.26,-12709.5,8249.777,64.8809,-46.244
4913,0,0,19,67,0,2,3951,2,12553.03,-12330.6,8249.777,64.8809,-44.4879
4914,0,0,19,68,0,2,3951,1,13284.83,-11538.4,8249.777,64.8808,-40.9756
4915,0,0,19,69,0,1,3951,0,13632.19,-11125.9,8249.777,64.8809,-39.2196
4916,0,0,19,70,0,1,4529,2,13966.74,-10702.9,8249.777,64.8809,-37.4634
4917,0,0,19,71,0,2,4529,1,14288.17,-10269.9,8249.777,64.8809,-35.7074
4918,0,0,19,72,0,1,4529,0,14596.17,-9827.17,8249.777,64.8808,-33.9512
4919,0,0,19,73,0,2,4921,2,14890.47,-9375.26,8249.777,64.8808,-32.1951
4920,0,0,19,74,0,1,4921,1,15436.84,-8445.44,8249.777,64.8808,-28.6829
4921,0,0,19,75,0,2,4921,0,15688.4,-7968.42,8249.777,64.8808,-26.9268
4922,0,0,19,76,0,1,4844,2,15925.22,-7483.9,8249.777,64.8808,-25.1707
4923,0,0,19,77,0,2,4844,1,16147.09,-6992.36,8249.777,64.8808,-23.4146
4924,0,0,19,78,0,1,4844,0,16353.78,-6494.25,8249.777,64.8808,-21.6585
4925,0,0,19,79,0,2,6728,2,16545.12,-5990.04,8249.777,64.8808,-19.9024
4926,0,0,19,80,0,1,6728,1,16881.0,-4965.22,8249.777,64.8808,-16.3902
4927,0,0,19,81,0,1,6728,0,17025.23,-4445.57,8249.777,64.8808,-14.6341
4928,0,0,19,82,0,2,4514,2,17153.47,-3921.75,8249.777,64.8808,-12.878
4929,0,0,19,83,0,1,4514,1,17265.59,-3394.24,8249.777,64.8808,-11.1219
4930,0,0,19,84,0,2,4514,0,17361.5,-2863.55,8249.777,64.8808,-9.3659
4931,0,0,19,85,0,1,3236,2,17441.1,-2330.16,8249.777,64.8808,-7.6097
4932,0,0,19,86,0,2,3236,1,17551.09,-1257.33,8249.777,64.8808,-4.0976
4933,0,0,19,87,0,1,3236,0,17581.38,-718.885,8249.777,64.8808,-2.3415
4934,0,0,19,88,0,2,3482,2,17595.15,-179.769,8249.777,64.8808,-0.5854
4935,0,0,19,89,0,1,3482,1,17592.39,359.5178,8249.777,64.8808,1.1707
4936,0,0,19,90,0,2,3482,0,17573.11,898.465,8249.777,64.8808,2.9268
4937,0,0,19,91,0,1,4414,2,17537.33,1436.569,8249.777,64.8808,4.6829
4938,0,0,19,92,0,2,4414,1,17416.38,2508.226,8249.777,64.8808,8.1951
4939,0,0,19,93,0,1,4414,0,17331.34,3040.771,8249.777,64.8808,9.9512
4940,0,0,19,94,0,2,5922,2,17230.01,3570.459,8249.777,64.8808,11.7073
4941,0,0,19,95,0,1,5922,1,17112.5,4096.794,8249.777,64.8808,13.4634
4942,0,0,19,96,0,1,5922,0,16978.92,4619.28,8249.777,64.8808,15.2195
4943,0,0,19,97,0,2,3740,0,16829.39,5137.43,8249.777,64.8808,16.9756
4944,0,0,19,98,0,1,3740,1,16483.06,6158.765,8249.777,64.8808,20.4878
4945,0,0,19,99,0,2,3740,2,16286.58,6660.994,8249.777,64.8808,22.2439
4946,0,0,19,100,0,1,3051,2,16074.81,7156.965,8249.777,64.8808,24.0
4947,0,0,19,101,0,2,3051,1,15847.93,7646.214,8249.777,64.8808,25.7561
4948,0,0,19,102,0,1,3051,0,15606.17,8128.281,8249.777,64.8808,27.5122
4949,0,0,19,103,0,2,3065,0,15078.91,9069.064,8249.777,64.8808,31.0244
4950,0,0,19,104,0,1,3065,1,14793.91,9526.896,8249.777,64.8808,32.7805
4951,0,0,19,105,0,2,3065,2,14495.01,9975.779,8249.777,64.8808,34.5366
4952,0,0,19,106,0,1,3739,2,14182.5,10415.29,8249.777,64.8808,36.2927
4953,0,0,19,107,0,2,3739,1,13856.66,10845.02,8249.777,64.8808,38.0488
4954,0,0,19,108,0,1,3739,0,13517.81,11264.57,8249.777,64.8808,39.8049
4955,0,0,19,109,0,2,5955,0,12802.34,12071.52,8249.777,64.8808,43.3171
4956,0,0,19,110,0,1,5955,1,12426.4,12458.18,8249.777,64.8808,45.0732
4957,0,0,19,111,0,2,5955,2,12038.78,12833.13,8249.777,64.8808,46.8293
4958,0,0,19,112,0,1,5912,2,11639.86,13196.03,8249.777,64.8808,48.5854
4959,0,0,19,113,0,1,5912,1,11230.0,13546.54,8249.777,64.8808,50.3415
4960,0,0,19,114,0,2,5912,0,10809.59,13884.32,8249.777,64.8808,52.0976
4961,0,0,19,115,0,1,4264,0,9938.723,14520.45,8249.777,64.8808,55.6098
4962,0,0,19,116,0,2,4264,1,9489.078,14818.2,8249.777,64.8808,57.3659
4963,0,0,19,117,0,1,4264,2,9030.519,15102.03,8249.777,64.8808,59.122
4964,0,0,19,118,0,2,7577,2,8563.478,15371.67,8249.777,64.8808,60.878
4965,0,0,19,119,0,1,7577,1,8088.393,15626.88,8249.777,64.8808,62.6341
4966,0,0,19,120,0,2,7577,0,7605.709,15867.41,8249.777,64.8808,64.3903
4967,0,0,19,121,0,1,7045,0,6619.372,16303.54,8249.777,64.8808,67.9024
4968,0,0,19,122,0,2,7045,1,6116.643,16498.73,8249.777,64.8808,69.6585
4969,0,0,19,123,0,1,7045,2,5608.168,16678.43,8249.777,64.8808,71.4146
4970,0,0,19,124,0,2,6973,2,5094.426,16842.46,8249.777,64.8808,73.1707
4971,0,0,19,125,0,1,6973,1,4575.898,16990.67,8249.777,64.8808,74.9268
4972,0,0,19,126,0,2,6973,0,4053.071,17122.91,8249.777,64.8808,76.6829
4973,0,0,19,127,0,1,7010,0,2996.494,17339.05,8249.777,64.8808,80.1951
4974,0,0,19,128,0,1,7010,1,2463.734,17422.73,8249.777,64.8808,81.9512
4975,0,0,19,129,0,2,7010,2,1928.658,17490.05,8249.777,64.8808,83.7073
4976,0,0,19,130,0,1,7600,2,1391.773,17540.94,8249.777,64.8808,85.4634
4977,0,0,19,131,0,2,7600,1,853.5801,17575.35,8249.777,64.8808,87.2195
4978,0,0,19,132,0,2,7600,0,314.5846,17593.25,8249.777,64.8808,88.9756
4979,0,0,19,133,0,1,7441,0,-763.787,17579.48,8249.777,64.8808,92.4878
4980,0,0,19,134,0,1,7426,0,-1302.15,17547.82,8249.777,64.8808,94.2439
4981,0,0,19,135,0,2,7426,1,-1839.29,17499.67,8249.777,64.8808,96.0
4982,0,0,19,136,0,1,7426,2,-2374.7,17435.09,8249.777,64.8808,97.7561
4983,0,0,19,137,0,2,5287,2,-2907.88,17354.13,8249.777,64.8808,99.5122
4984,0,0,19,138,0,2,5287,1,-3965.55,17143.39,8249.777,64.8808,103.0244
4985,0,0,19,139,0,1,5287,0,-4489.05,17013.82,8249.777,64.8808,104.7805
4986,0,0,19,140,0,2,7336,2,-5008.32,16868.26,8249.777,64.8808,106.5366
4987,0,0,19,141,0,1,7336,1,-5522.9,16706.86,8249.777,64.8808,108.2927
4988,0,0,19,142,0,1,7336,0,-6032.29,16529.76,8249.777,64.8808,110.0488
4989,0,0,19,143,0,2,5404,2,-6536.01,16337.14,8249.777,64.8808,111.8049
4990,0,0,19,144,0,1,5404,1,-7524.56,15906.05,8249.777,64.8808,115.3171
4991,0,0,19,145,0,1,5404,0,-8008.46,15667.99,8249.777,64.8808,117.0732
4992,0,0,19,146,0,2,5752,2,-8484.85,15415.22,8249.777,64.8808,118.8293
4993,0,0,19,147,0,1,5752,1,-8953.26,15147.96,8249.777,64.8808,120.5854
4994,0,0,19,148,0,2,5752,0,-9413.26,14866.47,8249.777,64.8808,122.3415
4995,0,0,19,149,0,1,4952,2,-9864.42,14571.02,8249.777,64.8808,124.0976
4996,0,0,19,150,0,2,4952,1,-10738.5,13939.35,8249.777,64.8808,127.6097
4997,0,0,19,151,0,1,4952,0,-11160.7,13603.72,8249.777,64.8809,129.366
4998,0,0,19,152,0,2,3863,2,-11572.3,13255.32,8249.777,64.8808,131.122
4999,0,0,19,153,0,1,3863,1,-11973.1,12894.46,8249.777,64.8809,132.8781
5000,0,0,19,154,0,2,3863,0,-12362.6,12521.49,8249.777,64.8808,134.6342
5001,0,0,19,155,0,1,2383,2,-12740.5,12136.76,8249.777,64.8808,136.3902
5002,0,0,19,156,0,2,2383,1,-13460.1,11333.47,8249.777,64.8808,139.9025
5003,0,0,19,157,0,1,2383,0,-13801.1,10915.66,8249.777,64.8809,141.6586
5004,0,0,19,158,0,2,3283,2,-14129.1,10487.6,8249.777,64.8808,143.4146
5005,0,0,19,159,0,1,3283,1,-14443.9,10049.69,8249.777,64.8809,145.1708
5006,0,0,19,160,0,1,3283,0,-14745.1,9602.341,8249.777,64.8809,146.9269
5007,0,0,19,161,0,2,3355,2,-15032.4,9145.97,8249.777,64.8808,148.683
5008,0,0,19,162,0,1,3355,1,-15564.4,8207.893,8249.777,64.8808,152.1951
5009,0,0,19,163,0,2,3355,0,-15808.7,7727.067,8249.777,64.8809,153.9513
5010,0,0,19,164,0,1,3952,2,-16038.0,7238.984,8249.777,64.8808,155.7073
5011,0,0,19,165,0,2,3952,1,-16252.3,6744.1,8249.777,64.8808,157.4634
5012,0,0,19,166,0,1,3952,0,-16451.4,6242.881,8249.777,64.8809,159.2195
5013,0,0,19,167,0,2,4724,2,-16635.0,5735.798,8249.777,64.8809,160.9757
5014,0,0,19,168,0,1,4724,1,-16955.1,4705.951,8249.777,64.8808,164.4878
5015,0,0,19,169,0,2,4724,0,-17091.4,4184.153,8249.777,64.8809,166.2439
5016,0,0,19,170,0,1,6159,2,-17211.6,3658.426,8249.777,64.8809,168.0
5017,0,0,19,171,0,2,6159,1,-17315.6,3129.263,8249.777,64.8809,169.7561
5018,0,0,19,172,0,1,6159,0,-17403.3,2597.159,8249.777,64.8808,171.5122
5019,0,0,19,173,0,2,4708,0,-17529.8,1526.135,8249.777,64.8809,175.0244
5020,0,0,19,174,0,1,4708,1,-17568.3,988.2211,8249.777,64.8808,176.7805
5021,0,0,19,175,0,2,4708,2,-17590.3,449.3787,8249.777,64.8808,178.5366
5022,0,0,18,1,0,2,7495,0,-17782.2,-363.397,7832.015,66.2337,-178.8293
5023,0,0,18,2,0,2,7322,0,-17762.7,-908.16,7832.015,66.2337,-177.0732
5024,0,0,18,3,0,2,7322,1,-17726.6,-1452.07,7832.015,66.2338,-175.3171
5025,0,0,18,4,0,2,7322,2,-17673.7,-1994.62,7832.015,66.2337,-173.561
5026,0,0,18,5,0,2,7177,0,-17604.3,-2535.29,7832.015,66.2338,-171.8049
5027,0,0,18,6,0,2,7177,1,-17518.4,-3073.58,7832.015,66.2338,-170.0488
5028,0,0,18,7,0,2,7177,2,-17415.9,-3608.99,7832.015,66.2337,-168.2926
5029,0,0,18,8,0,2,4851,2,-17297.2,-4141.0,7832.015,66.2338,-166.5366
5030,0,0,18,9,0,2,4851,1,-17162.1,-4669.13,7832.015,66.2337,-164.7804
5031,0,0,18,10,0,2,4851,0,-17011.0,-5192.87,7832.015,66.2338,-163.0244
5032,0,0,18,11,0,2,5617,0,-16843.9,-5711.73,7832.015,66.2338,-161.2683
5033,0,0,18,12,0,2,5617,1,-16660.9,-6225.22,7832.015,66.2337,-159.5122
5034,0,0,18,13,0,2,5617,2,-16462.3,-6732.87,7832.015,66.2337,-157.7561
5035,0,0,18,14,0,2,4543,2,-16248.3,-7234.2,7832.015,66.2338,-156.0
5036,0,0,18,15,0,2,4543,1,-16018.9,-7728.72,7832.015,66.2337,-154.2438
5037,0,0,18,16,0,2,4543,0,-15774.6,-8215.99,7832.015,66.2338,-152.4878
5038,0,0,18,17,0,2,4847,2,-15515.4,-8695.54,7832.015,66.2338,-150.7317
5039,0,0,18,18,0,2,4847,1,-15241.6,-9166.93,7832.015,66.2337,-148.9756
5040,0,0,18,19,0,2,4847,0,-14953.6,-9629.7,7832.015,66.2338,-147.2196
5041,0,0,18,20,0,2,3855,2,-14651.4,-10083.4,7832.015,66.2337,-145.4634
5042,0,0,18,21,0,2,3855,1,-14335.5,-10527.7,7832.015,66.2337,-143.7072
5043,0,0,18,22,0,2,3855,0,-14006.2,-10962.1,7832.015,66.2338,-141.9511
5044,0,0,18,23,0,2,3674,2,-13663.7,-11386.1,7832.015,66.2338,-140.1952
5045,0,0,18,24,0,2,3674,1,-13308.3,-11799.5,7832.015,66.2338,-138.4389
5046,0,0,18,25,0,2,3674,0,-12940.5,-12201.8,7832.015,66.2338,-136.6829
5047,0,0,18,26,0,2,3731,0,-12560.5,-12592.6,7832.015,66.2338,-134.9269
5048,0,0,18,27,0,2,3731,1,-12168.7,-12971.6,7832.015,66.2338,-133.1708
5049,0,0,18,28,0,2,3731,2,-11765.5,-13338.4,7832.015,66.2338,-131.4148
5050,0,0,18,29,0,2,5691,0,-11351.2,-13692.7,7832.015,66.2338,-129.6586
5051,0,0,18,30,0,2,5691,1,-10926.2,-14034.1,7832.015,66.2337,-127.9024
5052,0,0,18,31,0,2,5691,2,-10491.0,-14362.4,7832.015,66.2338,-126.1462
5053,0,0,18,32,0,2,3818,0,-10046.0,-14677.1,7832.015,66.2338,-124.3904
5054,0,0,18,33,0,2,3818,1,-9591.48,-14978.1,7832.015,66.2338,-122.6342
5055,0,0,18,34,0,2,3818,2,-9127.97,-15265.0,7832.015,66.2338,-120.878
5056,0,0,18,35,0,2,7022,2,-8655.89,-15537.6,7832.015,66.2338,-119.1219
5057,0,0,18,36,0,2,7022,1,-8175.68,-15795.5,7832.015,66.2338,-117.3659
5058,0,0,18,37,0,2,7022,0,-7687.78,-16038.6,7832.015,66.2337,-115.6098
5059,0,0,18,38,0,2,6961,2,-7192.67,-16266.7,7832.015,66.2338,-113.8536
5060,0,0,18,39,0,2,6961,1,-6690.8,-16479.5,7832.015,66.2338,-112.0975
5061,0,0,18,40,0,2,6961,0,-6182.65,-16676.8,7832.015,66.2338,-110.3414
5062,0,0,18,41,0,2,6975,2,-5668.69,-16858.4,7832.015,66.2338,-108.5854
5063,0,0,18,42,0,2,6975,1,-5149.4,-17024.2,7832.015,66.2338,-106.8293
5064,0,0,18,43,0,2,6975,0,-4625.28,-17174.0,7832.015,66.2338,-105.0732
5065,0,0,18,44,0,1,7233,2,-4096.81,-17307.7,7832.015,66.2338,-103.3171
5066,0,0,18,45,0,2,7233,1,-3564.49,-17425.1,7832.015,66.2338,-101.561
5067,0,0,18,46,0,2,7233,0,-3028.83,-17526.2,7832.015,66.2338,-99.8049
5068,0,0,18,47,0,2,6954,2,-2490.32,-17610.7,7832.015,66.2337,-98.0488
5069,0,0,18,48,0,2,6954,1,-1949.47,-17678.8,7832.015,66.2338,-96.2927
5070,0,0,18,49,0,2,6954,0,-1406.79,-17730.2,7832.015,66.2338,-94.5366
5071,0,0,18,50,0,2,2314,0,-862.792,-17765.0,7832.015,66.2338,-92.7805
5072,0,0,18,51,0,2,2314,1,-317.98,-17783.1,7832.015,66.2338,-91.0244
5073,0,0,18,52,0,2,2314,2,227.1326,-17784.5,7832.015,66.2338,-89.2683
5074,0,0,18,53,0,2,6941,0,772.0286,-17769.2,7832.015,66.2338,-87.5122
5075,0,0,18,54,0,2,6941,1,1316.2,-17737.2,7832.015,66.2338,-85.7561
5076,0,0,18,55,0,2,6941,2,1859.136,-17688.5,7832.015,66.2338,-84.0
5077,0,0,18,56,0,2,7143,2,2400.327,-17623.2,7832.015,66.2337,-82.2439
5078,0,0,18,57,0,2,7143,1,2939.26,-17541.4,7832.015,66.2338,-80.4878
5079,0,0,18,58,0,2,7143,0,3475.434,-17443.1,7832.015,66.2338,-78.7317
5080,0,0,18,59,0,2,7474,0,4008.343,-17328.4,7832.015,66.2338,-76.9756
5081,0,0,18,60,0,2,7474,1,4537.487,-17197.4,7832.015,66.2338,-75.2195
5082,0,0,18,61,0,2,7474,2,5062.368,-17050.3,7832.015,66.2338,-73.4634
5083,0,0,18,62,0,2,0070,2,5582.497,-16887.1,7832.015,66.2337,-71.7073
5084,0,0,18,63,0,2,0070,1,6097.379,-16708.1,7832.015,66.2337,-69.9512
5085,0,0,18,64,0,2,0070,0,6606.535,-16513.4,7832.015,66.2337,-68.1951
5086,0,0,18,65,0,2,7563,2,7109.484,-16303.2,7832.015,66.2338,-66.439
5087,0,0,18,66,0,2,7563,1,7605.755,-16077.7,7832.015,66.2338,-64.6829
5088,0,0,18,67,0,2,7563,0,8094.882,-15837.1,7832.015,66.2338,-62.9269
5089,0,0,18,68,0,2,6457,2,8576.405,-15581.6,7832.015,66.2338,-61.1708
5090,0,0,18,69,0,2,6457,1,9049.872,-15311.4,7832.015,66.2338,-59.4146
5091,0,0,18,70,0,2,6457,0,9514.838,-15026.9,7832.015,66.2338,-57.6585
5092,0,0,18,71,0,2,3791,2,9970.867,-14728.3,7832.015,66.2338,-55.9025
5093,0,0,18,72,0,2,3791,1,10417.53,-14415.8,7832.015,66.2338,-54.1464
5094,0,0,18,73,0,2,3791,0,10854.41,-14089.8,7832.015,66.2338,-52.3903
5095,0,0,18,74,0,2,4791,0,11281.09,-13750.5,7832.015,66.2338,-50.6341
5096,0,0,18,75,0,2,4791,1,11697.18,-13398.4,7832.015,66.2338,-48.8781
5097,0,0,18,76,0,2,4791,2,12102.27,-13033.6,7832.015,66.2338,-47.1219
5098,0,0,18,77,0,2,3617,0,12496.0,-12656.6,7832.015,66.2338,-45.3658
5099,0,0,18,78,0,2,3617,1,12877.99,-12267.7,7832.015,66.2338,-43.6097
5100,0,0,18,79,0,2,3617,2,13247.89,-11867.3,7832.015,66.2338,-41.8536
5101,0,0,18,80,0,2,4113,0,13605.34,-11455.8,7832.015,66.2338,-40.0976
5102,0,0,18,81,0,2,4113,1,13950.01,-11033.5,7832.015,66.2338,-38.3416
5103,0,0,18,82,0,2,4113,2,14281.58,-10600.8,7832.015,66.2338,-36.5854
5104,0,0,18,83,0,2,4986,2,14599.73,-10158.1,7832.015,66.2338,-34.8292
5105,0,0,18,84,0,2,4986,1,14904.17,-9705.96,7832.015,66.2338,-33.0732
5106,0,0,18,85,0,2,4986,0,15194.61,-9244.67,7832.015,66.2338,-31.3171
5107,0,0,18,86,0,2,6523,2,15470.77,-8774.69,7832.015,66.2338,-29.561
5108,0,0,18,87,0,2,6523,1,15732.4,-8296.47,7832.015,66.2338,-27.8049
5109,0,0,18,88,0,2,6523,0,15979.26,-7810.45,7832.015,66.2338,-26.0488
5110,0,0,18,89,0,2,6229,2,16211.1,-7317.1,7832.015,66.2338,-24.2927
5111,0,0,18,90,0,2,6229,1,16427.72,-6816.88,7832.015,66.2338,-22.5366
5112,0,0,18,91,0,2,6229,0,16628.91,-6310.25,7832.015,66.2338,-20.7805
5113,0,0,18,92,0,2,6308,2,16814.48,-5797.7,7832.015,66.2338,-19.0244
5114,0,0,18,93,0,2,6308,1,16984.25,-5279.69,7832.015,66.2338,-17.2683
5115,0,0,18,94,0,2,6308,0,17138.07,-4756.73,7832.015,66.2338,-15.5122
5116,0,0,18,95,0,2,5531,2,17275.79,-4229.31,7832.015,66.2338,-13.7561
5117,0,0,18,96,0,2,5531,1,17397.28,-3697.91,7832.015,66.2338,-12.0
5118,0,0,18,97,0,2,5531,0,17502.43,-3163.03,7832.015,66.2338,-10.2439
5119,0,0,18,98,0,2,4346,0,17591.14,-2625.19,7832.015,66.2338,-8.4878
5120,0,0,18,99,0,2,4346,1,17663.33,-2084.87,7832.015,66.2338,-6.7317
5121,0,0,18,100,0,2,4346,2,17718.92,-1542.61,7832.015,66.2338,-4.9756
5122,0,0,18,101,0,2,7170,0,17757.87,-998.887,7832.015,66.2338,-3.2195
5123,0,0,18,102,0,2,7170,1,17780.15,-454.23,7832.015,66.2338,-1.4634
5124,0,0,18,103,0,2,7170,2,17785.71,90.8551,7832.015,66.2338,0.2927
5125,0,0,18,104,0,2,4291,0,17774.58,635.8522,7832.015,66.2338,2.0488
5126,0,0,18,105,0,2,4291,1,17746.74,1180.253,7832.015,66.2338,3.8049
5127,0,0,18,106,0,2,4291,2,17702.24,1723.545,7832.015,66.2338,5.561
5128,0,0,18,107,0,2,7165,0,17641.11,2265.219,7832.015,66.2338,7.3171
5129,0,0,18,108,0,2,7165,1,17563.4,2804.766,7832.015,66.2338,9.0732
5130,0,0,18,109,0,2,7165,2,17469.2,3341.677,7832.015,66.2338,10.8293
5131,0,0,18,110,0,2,4248,2,17358.59,3875.449,7832.015,66.2338,12.5854
5132,0,0,18,111,0,2,4248,1,17231.68,4405.581,7832.015,66.2338,14.3415
5133,0,0,18,112,0,2,4248,0,17088.58,4931.574,7832.015,66.2338,16.0976
5134,0,0,18,113,0,2,3512,2,16929.42,5452.938,7832.015,66.2338,17.8537
5135,0,0,18,114,0,2,3512,1,16754.37,5969.177,7832.015,66.2338,19.6098
5136,0,0,18,115,0,2,3512,0,16563.57,6479.809,7832.015,66.2338,21.3659
5137,0,0,18,116,0,2,3158,2,16357.22,6984.353,7832.015,66.2338,23.1219
5138,0,0,18,117,0,2,3158,1,16135.5,7482.338,7832.015,66.2338,24.8781
5139,0,0,18,118,0,2,3158,0,15898.63,7973.295,7832.015,66.2338,26.6341
5140,0,0,18,119,0,2,1413,0,15646.82,8456.762,7832.015,66.2338,28.3902
5141,0,0,18,120,0,2,1413,1,15380.32,8932.285,7832.015,66.2338,30.1463
5142,0,0,18,121,0,2,1413,2,15099.37,9399.418,7832.015,66.2338,31.9024
5143,0,0,18,122,0,2,3349,0,14804.23,9857.721,7832.015,66.2338,33.6585
5144,0,0,18,123,0,2,3349,1,14495.19,10306.77,7832.015,66.2338,35.4146
5145,0,0,18,124,0,2,3349,2,14172.53,10746.13,7832.015,66.2338,37.1707
5146,0,0,18,125,0,2,3759,0,13836.56,11175.4,7832.015,66.2338,38.9268
5147,0,0,18,126,0,2,3759,1,13487.59,11594.17,7832.015,66.2338,40.6829
5148,0,0,18,127,0,2,3759,2,13125.95,12002.05,7832.015,66.2338,42.439
5149,0,0,18,128,0,2,6213,0,12751.99,12398.66,7832.015,66.2338,44.1951
5150,0,0,18,129,0,2,6213,1,12366.04,12783.62,7832.015,66.2338,45.9512
5151,0,0,18,130,0,2,6213,2,11968.48,13156.57,7832.015,66.2338,47.7073
5152,0,0,18,131,0,2,3596,2,11559.68,13517.16,7832.015,66.2338,49.4634
5153,0,0,18,132,0,2,3596,1,11140.02,13865.06,7832.015,66.2338,51.2195
5154,0,0,18,133,0,2,3596,0,10709.89,14199.93,7832.015,66.2338,52.9756
5155,0,0,18,134,0,2,3769,0,10269.71,14521.47,7832.015,66.2338,54.7317
5156,0,0,18,135,0,2,3769,1,9819.877,14829.36,7832.015,66.2338,56.4878
5157,0,0,18,136,0,2,3769,2,9360.821,15123.32,7832.015,66.2338,58.2439
5158,0,0,18,137,0,2,0058,2,8892.972,15403.08,7832.015,66.2338,60.0
5159,0,0,18,138,0,2,0058,1,8416.77,15668.37,7832.015,66.2338,61.7561
5160,0,0,18,139,0,2,0058,0,7932.66,15918.94,7832.015,66.2338,63.5122
5161,0,0,18,140,0,2,5141,2,7441.101,16154.56,7832.015,66.2338,65.2683
5162,0,0,18,141,0,2,5141,1,6942.552,16375.01,7832.015,66.2338,67.0244
5163,0,0,18,142,0,2,5141,0,6437.481,16580.07,7832.015,66.2338,68.7805
5164,0,0,18,143,0,2,6994,2,5926.363,16769.56,7832.015,66.2338,70.5366
5165,0,0,18,144,0,2,6994,1,5409.678,16943.3,7832.015,66.2338,72.2927
5166,0,0,18,145,0,2,6994,0,4887.912,17101.12,7832.015,66.2338,74.0488
5167,0,0,18,146,0,1,7002,2,4361.554,17242.88,7832.015,66.2338,75.8049
5168,0,0,18,147,0,2,7002,1,3831.1,17368.44,7832.015,66.2338,77.561
5169,0,0,18,148,0,2,7002,0,3297.048,17477.68,7832.015,66.2338,79.3171
5170,0,0,18,149,0,2,6964,0,2759.898,17570.51,7832.015,66.2338,81.0732
5171,0,0,18,150,0,2,6964,1,2220.156,17646.84,7832.015,66.2338,82.8293
5172,0,0,18,151,0,2,6964,2,1678.329,17706.58,7832.015,66.2338,84.5854
5173,0,0,18,152,0,2,0011,0,1134.925,17749.7,7832.015,66.2338,86.3415
5174,0,0,18,153,0,2,0011,1,590.4547,17776.14,7832.015,66.2338,88.0976
5175,0,0,18,154,0,2,0011,2,45.4296,17785.89,7832.015,66.2338,89.8537
5176,0,0,18,155,0,2,7441,1,-499.64,17778.93,7832.015,66.2338,91.6098
5177,0,0,18,156,0,2,7072,0,-1044.24,17755.27,7832.015,66.2338,93.3659
5178,0,0,18,157,0,2,7072,1,-1587.86,17714.93,7832.015,66.2338,95.122
5179,0,0,18,158,0,2,7072,2,-2129.98,17657.95,7832.015,66.2338,96.878
5180,0,0,18,159,0,2,2706,0,-2670.11,17584.38,7832.015,66.2338,98.6342
5181,0,0,18,160,0,2,2706,1,-3207.72,17494.3,7832.015,66.2338,100.3902
5182,0,0,18,161,0,2,2706,2,-3742.33,17387.78,7832.015,66.2338,102.1463
5183,0,0,18,162,0,2,6344,0,-4273.42,17264.93,7832.015,66.2338,103.9024
5184,0,0,18,163,0,2,6344,1,-4800.49,17125.86,7832.015,66.2338,105.6585
5185,0,0,18,164,0,2,6344,2,-5323.06,16970.71,7832.015,66.2338,107.4146
5186,0,0,18,165,0,2,6097,2,-5840.62,16799.61,7832.015,66.2338,109.1707
5187,0,0,18,166,0,2,6097,1,-6352.7,16612.74,7832.015,66.2338,110.9268
5188,0,0,18,167,0,2,6097,0,-6858.82,16410.26,7832.015,66.2338,112.6829
5189,0,0,18,168,0,2,7445,2,-7358.48,16192.36,7832.015,66.2338,114.439
5190,0,0,18,169,0,2,7445,1,-7851.24,15959.26,7832.015,66.2338,116.1951
5191,0,0,18,170,0,2,7445,0,-8336.62,15711.16,7832.015,66.2338,117.9512
5192,0,0,18,171,0,2,5524,2,-8814.17,15448.31,7832.015,66.2338,119.7073
5193,0,0,18,172,0,2,5524,1,-9283.45,15170.94,7832.015,66.2338,121.4634
5194,0,0,18,173,0,2,5524,0,-9744.0,14879.33,7832.015,66.2338,123.2195
5195,0,0,18,174,0,2,4528,2,-10195.4,14573.74,7832.015,66.2338,124.9756
5196,0,0,18,175,0,2,4528,1,-10637.2,14254.45,7832.015,66.2338,126.7317
5197,0,0,18,176,0,2,4528,0,-11069.1,13921.78,7832.015,66.2338,128.4879
5198,0,0,18,177,0,2,5831,0,-11490.5,13576.03,7832.015,66.2338,130.244
5199,0,0,18,178,0,2,5831,1,-11901.1,13217.53,7832.015,66.2338,132.0
5200,0,0,18,179,0,2,5831,2,-12300.6,12846.62,7832.015,66.2338,133.7561
5201,0,0,18,180,0,2,4143,0,-12688.5,12463.63,7832.015,66.2338,135.5122
5202,0,0,18,181,0,2,4143,1,-13064.5,12068.94,7832.015,66.2338,137.2684
5203,0,0,18,182,0,2,4143,2,-13428.2,11662.91,7832.015,66.2338,139.0244
5204,0,0,18,183,0,2,4169,0,-13779.3,11245.93,7832.015,66.2338,140.7805
5205,0,0,18,184,0,2,4169,1,-14117.5,10818.38,7832.015,66.2338,142.5367
5206,0,0,18,185,0,2,4169,2,-14442.3,10380.68,7832.015,66.2337,144.2926
